text,cleaned_text,source,label
"I am getting ready to head to the Dr. office. I need to find out what is going on with my back, I am in so much pain. ",i am getting ready to head to the dr office i need to find out what is going on with my back i am in so much pain,real-literal-TN,literal
today was the final day of classes and it really sank in. i ended up tearing up. feels like so many people i care about aren’t around anymore.,today was the final day of classes and it really sank in i ended up tearing up feels like so many people i care about aren t around anymore,synthetic-literal,literal
Got a dental filling today... can't stop drooling a little bit now.,got a dental filling today can t stop drooling a little bit now,synthetic-literal,literal
@MolliexD yep as always  and you just do work ha :L,yep as always and you just do work ha l,real-sarcastic-TP,sarcastic
iM BACK HOME FOR A COUPLE OF DAYz...i NEED REST WORK WAS A BiSH...BACK ON THE ROAD MONDAy... ,im back home for a couple of dayz i need rest work was a bish back on the road monday,real-literal-TN,literal
@pawsforacause will we be getting free shirts &amp; puppy bandanas again this year? Just curious lol ,will we be getting free shirts amp puppy bandanas again this year just curious lol,real-sarcastic-TP,sarcastic
"@Hetty4Christ hi there! been dealing with some pain the last few days but feeling improved now. managed to go to church yesterday, that was all I could do.",hi there been dealing with some pain the last few days but feeling improved now managed to go to church yesterday that was all i could do,synthetic-literal,literal
"Storms are expected this afternoon, so make sure to spend some time outside while the weather is still nice!",storms are expected this afternoon so make sure to spend some time outside while the weather is still nice,synthetic-literal,literal
"Exams are still happening this week, but I’m feeling way less anxious this time around. Thankful for that.",exams are still happening this week but i m feeling way less anxious this time around thankful for that,synthetic-literal,literal
@alyankovic http://twitpic.com/6cryi - it would be epic if i met you becuase your like the most amazing perosn in the universe ,it would be epic if i met you becuase your like the most amazing perosn in the universe,real-literal-FP,literal
"@nessie111 OMG, you’re up before noon? Alert the media 😂 and Radio 1 playing? What’s next, world peace?",omg you re up before noon alert the media and radio 1 playing what s next world peace,synthetic-sarcastic,sarcastic
@AllyMaree LOL awww Ally!!!! XD haha nooo i &quot;died&quot;... in the good way... hehe ,lol awww ally xd haha nooo i quot died quot in the good way hehe,real-sarcastic-TP,sarcastic
I need coffee! I don't really want to go to brunch today.. ,i need coffee i don t really want to go to brunch today,real-literal-TN,literal
"@MusicalD Wow, only 17 followers? Clearly, the world just isn’t ready for your greatness yet.",wow only 17 followers clearly the world just isn t ready for your greatness yet,synthetic-sarcastic,sarcastic
"Alright, time to sign off. Posted plenty today! :) Catch you all later, sleep well! xx",alright time to sign off posted plenty today catch you all later sleep well xx,synthetic-literal,literal
Yesterday completely trashed what was left of my back.  what sucks is i don't know how.,yesterday completely trashed what was left of my back what sucks is i don t know how,real-literal-TN,literal
"Oh great, just what I needed—another reason to wash everything in boiling lava. Thanks for the tip!",oh great just what i needed another reason to wash everything in boiling lava thanks for the tip,synthetic-sarcastic,sarcastic
@TomMitchell Not a word of science in it! But Mr. Langrish doesn't care ,not a word of science in it but mr langrish doesn t care,real-sarcastic-TP,sarcastic
@andrewmjones honestly thought you'd jump in with a comment or a retweet for sure,honestly thought you d jump in with a comment or a retweet for sure,synthetic-literal,literal
@_neal omg excellent idea!! Sadly there will be no BC in his sexy bumble bee robes lol ,omg excellent idea sadly there will be no bc in his sexy bumble bee robes lol,real-sarcastic-TP,sarcastic
@MarketWelby we sent everything out  a few times please get in touch with the team not to worry we will take care of you ,we sent everything out a few times please get in touch with the team not to worry we will take care of you,real-literal-TN,literal
"3 down, 1 more to go. but i have no mood to do it. ",3 down 1 more to go but i have no mood to do it,real-literal-TN,literal
@JDWingo Great job.  Would have loved to have been there...cracked frame though   Stupid lightweight stuff...,great job would have loved to have been there cracked frame though stupid lightweight stuff,real-sarcastic-TP,sarcastic
Finally woke up from the best nap ever. Fridays really are the best. Ready to chat now! :),finally woke up from the best nap ever fridays really are the best ready to chat now,synthetic-literal,literal
@BSBSavedMyLife Let me know if you have any problems with it. I'll try to help you. ,let me know if you have any problems with it i ll try to help you,real-literal-TN,literal
"@hemophage I applied, but no call yet.  I tried calling, but I can't get a hold of anyone.",i applied but no call yet i tried calling but i can t get a hold of anyone,real-literal-TN,literal
@bellelumiere So I could just do my own thing without having to live up to any expectations ,so i could just do my own thing without having to live up to any expectations,real-sarcastic-TP,sarcastic
At last! I survived Calculus. Time to paint my plate. ,at last i survived calculus time to paint my plate,real-sarcastic-TP,sarcastic
I will never be in a Mr. Bungle's concert  â« http://blip.fm/~8jhzf,i will never be in a mr bungle s concert a,real-sarcastic-TP,sarcastic
"Internet is still going slow, so I'm turning in. Hopefully it'll be faster tomorrow. 'Night ",internet is still going slow so i m turning in hopefully it ll be faster tomorrow night,real-literal-TN,literal
hearing many interesting things about what daily life is like in Iceland,hearing many interesting things about what daily life is like in iceland,synthetic-literal,literal
"I'm sick, may be coming down with a cold. ",i m sick may be coming down with a cold,real-literal-TN,literal
i dont feel well  i always end up feeling ill on my days off for some reason ,i dont feel well i always end up feeling ill on my days off for some reason,real-literal-TN,literal
@Glasgowlassy Have people comin round later but will try and get on for a bit at some point...you goin out tonight? ,have people comin round later but will try and get on for a bit at some point you goin out tonight,real-literal-TN,literal
"@vval oh, yeah! That one was great, hehe. And no, I didn't.  I forgot about the 5$ sale... yes, I'm dumb.",oh yeah that one was great hehe and no i didn t i forgot about the 5 sale yes i m dumb,real-sarcastic-TP,sarcastic
"@the_nikster Emailed to 2 diff emailadresses, no phone #  I started a money-back-thing at paypal tho. So I'm hoping i get it back soon",emailed to 2 diff emailadresses no phone i started a money back thing at paypal tho so i m hoping i get it back soon,real-literal-TN,literal
Its music time what should I listen too I'm kind of in a bad mood now ,its music time what should i listen too i m kind of in a bad mood now,real-literal-TN,literal
"@AngelAstra HELL YESSSS BABY OMG IM TOO EXCITED, i keep randomly bursting out in shrieks and squeals - my poor family ",hell yessss baby omg im too excited i keep randomly bursting out in shrieks and squeals my poor family,real-literal-FP,literal
"Apparently Min’s been staging solo protests for attention, so guess I’m officially adopting a second cat to keep her ""company."" Because one needy furball clearly isn’t enough.",apparently min s been staging solo protests for attention so guess i m officially adopting a second cat to keep her company because one needy furball clearly isn t enough,synthetic-sarcastic,sarcastic
Back from a wonderful vacation. Had perfect weather and now back to the rainy 'burgh and reality. ,back from a wonderful vacation had perfect weather and now back to the rainy burgh and reality,real-sarcastic-TP,sarcastic
"okay i just listened to a song and broke down crying  i miss my Dad,my sister and my uncle",okay i just listened to a song and broke down crying i miss my dad my sister and my uncle,real-literal-TN,literal
"Am tired like I've been most of this week,though I havent actually done much,its been a bit topsy-turvy.Back and shoulder a bit achy too ",am tired like i ve been most of this week though i havent actually done much its been a bit topsy turvy back and shoulder a bit achy too,real-literal-TN,literal
i am up north in south shields haging out with my family having a great time but have to go back home on saturday ,i am up north in south shields haging out with my family having a great time but have to go back home on saturday,real-literal-TN,literal
"@laurenconrad Wow, looks like you already have the ring I was planning to propose with! Guess I’ll have to find something even better. Congrats!",wow looks like you already have the ring i was planning to propose with guess i ll have to find something even better congrats,synthetic-literal,literal
"Oh great, another day to pretend everything’s fine. Can’t wait for all the “fun” surprises ahead, just what I needed lol. Hopefully it’s not a total disaster.",oh great another day to pretend everything s fine can t wait for all the fun surprises ahead just what i needed lol hopefully it s not a total disaster,synthetic-sarcastic,sarcastic
"school done for the day, that drama workshop was quite fun. appear to have heart burn ",school done for the day that drama workshop was quite fun appear to have heart burn,real-literal-FP,literal
"@DonnieWahlberg Feeling a bit down today, could really use some positive vibes. Hope you’re having a great day!",feeling a bit down today could really use some positive vibes hope you re having a great day,synthetic-literal,literal
"so back from interview, HOLY FANBOYS/FAN-PEOPLE &amp; Found my Ipod on the bus!!!     ",so back from interview holy fanboys fan people amp found my ipod on the bus,real-literal-FP,literal
@YoungQ im not really cooking today cause im working the evening shift ill have something microwaved ,im not really cooking today cause im working the evening shift ill have something microwaved,real-literal-TN,literal
Spent the evening watching an old Pink Panther film starring Peter Sellers and snacking on mochi. A calm and enjoyable Friday night.,spent the evening watching an old pink panther film starring peter sellers and snacking on mochi a calm and enjoyable friday night,synthetic-literal,literal
"@KimKardashian I used to have long dark hair, but now I’ve shaved one side and left the other side longer. Really enjoying the change!",i used to have long dark hair but now i ve shaved one side and left the other side longer really enjoying the change,synthetic-literal,literal
@IamJadedBeauty well hopefully it will clear up later maybe... I'm sorry you have a cold! I haven't been feeling well myself this week ,well hopefully it will clear up later maybe i m sorry you have a cold i haven t been feeling well myself this week,real-literal-TN,literal
@christophermoy dammit. i wanted to party it up with @anamenudo in your guest room...  lol,dammit i wanted to party it up with in your guest room lol,real-sarcastic-TP,sarcastic
i've been struggling with internet for like 3 hours ,i ve been struggling with internet for like 3 hours,real-literal-TN,literal
Fuck you fever for ruining my plans. Guess I'm not going to MOD after all ,fuck you fever for ruining my plans guess i m not going to mod after all,real-literal-FP,literal
"So, the plan to become a dad shifted quickly. We found out we were pregnant, but just three days later, everything changed. Emotions are all over the place right now.",so the plan to become a dad shifted quickly we found out we were pregnant but just three days later everything changed emotions are all over the place right now,synthetic-literal,literal
@Bluebee3 ok  now only if they had did &quot;Dirty Dawg&quot; on this tour...LMAO!!!!,ok now only if they had did quot dirty dawg quot on this tour lmao,real-sarcastic-TP,sarcastic
"Wow, Panda Su for Green Man is *only* in 5th? Clearly we need to step up our game. http://bit.ly/3VKghF Vote if you care!",wow panda su for green man is only in 5th clearly we need to step up our game vote if you care,synthetic-sarcastic,sarcastic
frantically tidying the flat before family swain arrive today  have literally an hour to achieve the impossible  uh-oh...,frantically tidying the flat before family swain arrive today have literally an hour to achieve the impossible uh oh,real-literal-FP,literal
About to re-up on some sleep. My side is still hurting ,about to re up on some sleep my side is still hurting,real-literal-TN,literal
not feeling so well.. and its raining again..  good thing i dont have work today.. i'm missing my babe so much..,not feeling so well and its raining again good thing i dont have work today i m missing my babe so much,real-literal-TN,literal
@SamBennington  Hi Sam  Hope you're doing alright today? Have a nice day ,hi sam hope you re doing alright today have a nice day,real-literal-TN,literal
"Wow, computer salespeople at my door again and somehow dad’s not losing it this time. Miracles do happen, I guess.",wow computer salespeople at my door again and somehow dad s not losing it this time miracles do happen i guess,synthetic-sarcastic,sarcastic
"Oh yeah, @j9gem, thanks for the *life-changing* rec on that Four Star Mary song, Pain. Can’t get enough of that catchy tune... or not.",oh yeah thanks for the life changing rec on that four star mary song pain can t get enough of that catchy tune or not,synthetic-sarcastic,sarcastic
"I'm not having a good week, things jst arent going my way ",i m not having a good week things jst arent going my way,real-literal-TN,literal
So depressed i don't think i'm going to get out ,so depressed i don t think i m going to get out,real-literal-TN,literal
Back is sore from being in uncomfortable positions all day ,back is sore from being in uncomfortable positions all day,real-literal-TN,literal
@KittyBoo81 i was earlier but got a bit burnt cos i'm white as hell but its fa cup time now and my team are losing ,i was earlier but got a bit burnt cos i m white as hell but its fa cup time now and my team are losing,real-literal-TN,literal
Showing off our sweet world map.  Should bring back memories of unfolding the Zelda maps  http://ophidianwars.blogspot.com/,showing off our sweet world map should bring back memories of unfolding the zelda maps,real-literal-FP,literal
"Oh great, just what I needed—more TwitterBones chaos to pretend I understand 🙃",oh great just what i needed more twitterbones chaos to pretend i understand,synthetic-sarcastic,sarcastic
"@BetsySharp Oh, but I have an autographed Christmas card... from before you were a famous MTV commentator! I feel super special. ",oh but i have an autographed christmas card from before you were a famous mtv commentator i feel super special,real-sarcastic-TP,sarcastic
I think it's going to be a nice day ,i think it s going to be a nice day,real-literal-TN,literal
"@moriagerard Won't really get a break till custody issue is settled and I've moved... another month or so, at least ",won t really get a break till custody issue is settled and i ve moved another month or so at least,real-literal-TN,literal
has a lot to do today and hoping to get them all done.  ,has a lot to do today and hoping to get them all done,real-literal-TN,literal
"is watchn pushing daisies. You witty, strange, and adorable bastard. Why do you hav to be cancelled? Stupid ABC. ",is watchn pushing daisies you witty strange and adorable bastard why do you hav to be cancelled stupid abc,real-sarcastic-TP,sarcastic
"Oh great, just what I needed—another day of heartbreak. Fantastic!",oh great just what i needed another day of heartbreak fantastic,synthetic-sarcastic,sarcastic
i woke up 1 hour ago.. and i'm feeling sad ,i woke up 1 hour ago and i m feeling sad,real-literal-TN,literal
"@spentwent wow, thanks a ton, couldn’t have done it without your endless support 🙄",wow thanks a ton couldn t have done it without your endless support,synthetic-sarcastic,sarcastic
"@seattlehef Oh yes, I know!  Sex is the best cure for LOTS of things!  ",oh yes i know sex is the best cure for lots of things,real-sarcastic-TP,sarcastic
UGGGH!! Why did God invent teenagers?? I have never felt so helpless......... ,ugggh why did god invent teenagers i have never felt so helpless,real-sarcastic-TP,sarcastic
"@juicyjuleswei you can! as long as you have escape clauses 14, 22, 38 and 47 that absolves you of all acts of idiocy, stupidity and god. ",you can as long as you have escape clauses 14 22 38 and 47 that absolves you of all acts of idiocy stupidity and god,real-sarcastic-TP,sarcastic
I'm very sad! I didn't get to say goodbye to everyone!!!!!! ,i m very sad i didn t get to say goodbye to everyone,real-literal-TN,literal
i dont know where my family is  im home all alone,i dont know where my family is im home all alone,real-literal-TN,literal
@eaglejak you secretly wish i was dying  i never wanted to be your bff anyway!! *wails*.....xD,you secretly wish i was dying i never wanted to be your bff anyway wails xd,real-sarcastic-TP,sarcastic
@IamSB true! those non creative advertisers of those times spoilt it! ,true those non creative advertisers of those times spoilt it,real-sarcastic-TP,sarcastic
"@paisleypaisley oh sure, because that’s exactly what I needed today. fantastic.",oh sure because that s exactly what i needed today fantastic,synthetic-sarcastic,sarcastic
@charp yeah but it worked right? now picture a dead kangaroo smeared in avacado and sweet potato and you'll be cured of whatever it was ,yeah but it worked right now picture a dead kangaroo smeared in avacado and sweet potato and you ll be cured of whatever it was,real-sarcastic-TP,sarcastic
"Wow, so now “walk slow” by @c_hen is impossible to find? Just what I needed, my phone ringing without a badass line like “I keep a line of hoes.” Life’s cruel like that, smh lol!",wow so now walk slow by is impossible to find just what i needed my phone ringing without a badass line like i keep a line of hoes life s cruel like that smh lol,synthetic-sarcastic,sarcastic
"@Maxnot yes yes yes yes, a thousand times yes! i put one of their tracks onto your valentines day mixtape! ",yes yes yes yes a thousand times yes i put one of their tracks onto your valentines day mixtape,real-literal-FP,literal
is just watching the Galaxy 2 trailer for the umpteenth time. Reeeeeallly want to play the original again now. ,is just watching the galaxy 2 trailer for the umpteenth time reeeeeallly want to play the original again now,real-literal-FP,literal
"@DixieDynamite lol ba dum cha - good, my songs should be like pleasant Elmer's Glue of the brain ",lol ba dum cha good my songs should be like pleasant elmer s glue of the brain,real-sarcastic-TP,sarcastic
@mayeeahi same here. i'm having a hard time with 131 right now. ,same here i m having a hard time with 131 right now,real-literal-TN,literal
"Just dropped my laptop, tried to be a hero catching it, and now my finger's auditioning for a horror movie. Great day!",just dropped my laptop tried to be a hero catching it and now my finger s auditioning for a horror movie great day,synthetic-sarcastic,sarcastic
Heading to class. Looks like it's going to be a warm one. High near 90 today!,heading to class looks like it s going to be a warm one high near 90 today,synthetic-literal,literal
"@RollieDingo lol, i guess that makes me just a tad bit famous ",lol i guess that makes me just a tad bit famous,real-sarcastic-TP,sarcastic
@willmuldoon  oh my gosh. so are people dying like you said before? how so?,oh my gosh so are people dying like you said before how so,real-sarcastic-TP,sarcastic
"@finalcontext Oh great, another ""holiday"" filled with emails and deadlines. What’s your excuse for working 24/7?",oh great another holiday filled with emails and deadlines what s your excuse for working 24 7,synthetic-sarcastic,sarcastic
gots to go take a shower... ortho appointment today  It hurts.,gots to go take a shower ortho appointment today it hurts,real-literal-TN,literal
@Souly25 Just wanted to check in and see how things are going on your end.,just wanted to check in and see how things are going on your end,synthetic-literal,literal
@dottyfantasy sorry  but for now its the only thing which can make me feel better ...,sorry but for now its the only thing which can make me feel better,real-literal-TN,literal
"Only got one day off and it’s already over. Back to work tomorrow, not looking forward to it. Feeling really down about it.",only got one day off and it s already over back to work tomorrow not looking forward to it feeling really down about it,synthetic-literal,literal
@soswaggerific hah yeah yuh could rub my tummy &amp;nd kiss my forehead! Hah ,hah yeah yuh could rub my tummy amp nd kiss my forehead hah,real-sarcastic-TP,sarcastic
just got home from work. and am due back to work in 7 hrs ,just got home from work and am due back to work in 7 hrs,real-literal-TN,literal
"Wow, crushed my to-do list today... if only doing nothing counted as productivity.",wow crushed my to do list today if only doing nothing counted as productivity,synthetic-sarcastic,sarcastic
Ava Louise and I are both feeling under the weather with a cold right now.,ava louise and i are both feeling under the weather with a cold right now,synthetic-literal,literal
"&quot;Because you live, my world has everything I need to survive&quot;  Aw.",quot because you live my world has everything i need to survive quot aw,real-literal-FP,literal
@rolyseal aww gttd! Lol oo also saw the msg &amp;it lks nice  hw cm google mapsl leme st vu ther n nt here? :S ..Sxx,aww gttd lol oo also saw the msg amp it lks nice hw cm google mapsl leme st vu ther n nt here s sxx,real-literal-FP,literal
yesterday went for a little trip... i dont feel my legs now ,yesterday went for a little trip i dont feel my legs now,real-sarcastic-FN,sarcastic
@selenagomez  I'm sorry. I hope everything gets better or works out for you! Whatever it needs to do!,i m sorry i hope everything gets better or works out for you whatever it needs to do,real-literal-TN,literal
@whovian99 Hurts today for the first time in a couple of weeks.  If it's not better I'll have to go back to the Drs on Monday. ,hurts today for the first time in a couple of weeks if it s not better i ll have to go back to the drs on monday,real-literal-TN,literal
I am siiting still in AR waiting to head home......urgggh!! Very anxious to get on the road!! Things are not going well for us right now ,i am siiting still in ar waiting to head home urgggh very anxious to get on the road things are not going well for us right now,real-literal-TN,literal
"Goodmorning goodmorning , and I'm not in a good mood : Unhappy :-/ verry unhappy	",goodmorning goodmorning and i m not in a good mood unhappy verry unhappy,real-literal-TN,literal
"@LadyParadis Oh joy, summer’s gift to us – leaving the door wide open all day just to turn the house into a sauna. 29C in the shade, because who needs cool air anyway?",oh joy summer s gift to us leaving the door wide open all day just to turn the house into a sauna 29c in the shade because who needs cool air anyway,synthetic-sarcastic,sarcastic
@MissionSixRox hopefully! well get some rest. i will talk to you tomorrow. get better i miss seeing you at school! ,hopefully well get some rest i will talk to you tomorrow get better i miss seeing you at school,real-literal-TN,literal
@MattieJ Haha yeah we definitely do! Where would we be without it? ,haha yeah we definitely do where would we be without it,real-sarcastic-TP,sarcastic
havent tooken any pictures of people in a while. well i cant really find my camera ,havent tooken any pictures of people in a while well i cant really find my camera,real-literal-TN,literal
@TVsnark hey. where have you been? hope you get some rest! ,hey where have you been hope you get some rest,real-literal-TN,literal
Working on the new Mind Erase This official webpage  looking good!!,working on the new mind erase this official webpage looking good,real-literal-FP,literal
I think my knee injury has been underdiagnosed. I swear I have a meniscus issue too ,i think my knee injury has been underdiagnosed i swear i have a meniscus issue too,real-literal-TN,literal
I don't feel like going out anymore!  I'm just not in the mood!,i don t feel like going out anymore i m just not in the mood,real-literal-TN,literal
Fucking blah - that 12V on 5V rail incident blew up *half* of my 128x64 LCD  Time to get a new one + 2 weeks shipping ,fucking blah that 12v on 5v rail incident blew up half of my 128x64 lcd time to get a new one 2 weeks shipping,real-literal-FP,literal
"@Nikaz Yeah, sure, I totally didn’t notice you were gone. It’s not like this place was a ghost town or anything. My bad for being “too busy” to miss you properly!",yeah sure i totally didn t notice you were gone it s not like this place was a ghost town or anything my bad for being too busy to miss you properly,synthetic-sarcastic,sarcastic
@pkahleeb How’s the little guy growing? How are you and Em holding up? Have you accepted that full nights of sleep might be a thing of the past?,how s the little guy growing how are you and em holding up have you accepted that full nights of sleep might be a thing of the past,synthetic-literal,literal
"@Danthetrimmer Oh wow, what a shocker! Clearly, saving money here is a mythical concept, right?",oh wow what a shocker clearly saving money here is a mythical concept right,synthetic-sarcastic,sarcastic
@jordanknight I'll be back a little later.Hope to see you   And wheres my D man???  ,i ll be back a little later hope to see you and wheres my d man,real-literal-TN,literal
"So damn tired - movie marathon was awesome... I will miss these so much  Goodbye Jessica, the trifecta will be incomplete without you.",so damn tired movie marathon was awesome i will miss these so much goodbye jessica the trifecta will be incomplete without you,real-literal-FP,literal
"Just got up and planned to take Buster for a walk, but it seems like a huge thunderstorm is rolling in.",just got up and planned to take buster for a walk but it seems like a huge thunderstorm is rolling in,synthetic-literal,literal
@Malarkey After reading the pro scaffolding comment I just snotted over my keyboard from laugh combustion ,after reading the pro scaffolding comment i just snotted over my keyboard from laugh combustion,real-sarcastic-TP,sarcastic
Trying to focus but finals are tomorrow! So much to review!,trying to focus but finals are tomorrow so much to review,synthetic-literal,literal
"Mwahaha, just crossed mah 5k wordcount for the day. I am thereby awesome. ",mwahaha just crossed mah 5k wordcount for the day i am thereby awesome,real-sarcastic-TP,sarcastic
"Pastor went into autopilot, we said the Nicene Creed rather than the Athanasian.  #trinitysunday #yourdoingitwrong",pastor went into autopilot we said the nicene creed rather than the athanasian,real-sarcastic-TP,sarcastic
"Just casually donated my entire bra collection—17,000 of them—to hotmilk. Because who doesn't need that many? Check out the “press” page on my site if you want to see me brag about it.",just casually donated my entire bra collection 17 000 of them to hotmilk because who doesn t need that many check out the press page on my site if you want to see me brag about it,synthetic-sarcastic,sarcastic
@Nuff55 Busy day with family today but hope to be around later in the evening ,busy day with family today but hope to be around later in the evening,real-literal-TN,literal
@_southernbelle I'M NOT COOKING     I'M SICK AND EATING LEFTOVERS ,i m not cooking i m sick and eating leftovers,real-literal-TN,literal
"@DjYasmin hey, funny update — that thing I was grateful for? Yeah, turns out it was totally useless. Thanks anyway!",hey funny update that thing i was grateful for yeah turns out it was totally useless thanks anyway,synthetic-sarcastic,sarcastic
"I'm sick... I had to call in sick to work, so I feel kind of bad ",i m sick i had to call in sick to work so i feel kind of bad,real-sarcastic-FN,sarcastic
Good morning! Time to start off the week... preferably with some exercise. ,good morning time to start off the week preferably with some exercise,real-literal-TN,literal
@weaksauce12 any updates on Best Buy netbooks that work well with Hackintosh? Looking for something lightweight for everyday use.,any updates on best buy netbooks that work well with hackintosh looking for something lightweight for everyday use,synthetic-literal,literal
@Rosherrrs Oh you where just fisshing for compliments that is a gorgoues drawing  XX,oh you where just fisshing for compliments that is a gorgoues drawing xx,real-sarcastic-TP,sarcastic
Still can't find my id and is going to be very VERY upset if I can't go out with my deltas tonight ,still can t find my id and is going to be very very upset if i can t go out with my deltas tonight,real-literal-TN,literal
"Oh great, just what I needed—more blue whale trivia. Their heart’s like a small car and their tongue? Elephant-sized. Yeah, totally normal stuff to drop at parties. #WhaleFacts",oh great just what i needed more blue whale trivia their heart s like a small car and their tongue elephant sized yeah totally normal stuff to drop at parties,synthetic-sarcastic,sarcastic
Why did my beloved iphone have to be doused in THE SEAWATER stupid ,why did my beloved iphone have to be doused in the seawater stupid,real-sarcastic-TP,sarcastic
"@EnidanEkieh Oh great, just what I wanted on a Monday—burnt to a crisp while pretending to learn Greek and “chatting” with my plants. Living the dream! x",oh great just what i wanted on a monday burnt to a crisp while pretending to learn greek and chatting with my plants living the dream x,synthetic-sarcastic,sarcastic
"Oh great, my middle class got cancelled. Now I get to enjoy double the boredom with the first and last ones. Just what I needed!",oh great my middle class got cancelled now i get to enjoy double the boredom with the first and last ones just what i needed,synthetic-sarcastic,sarcastic
@lukaswinn hahaha I know LOL I will actually  so y'all can see my babyall cleaned off!,hahaha i know lol i will actually so y all can see my babyall cleaned off,real-literal-FP,literal
Ive got something stuck in my eye and Ive rubbed it soo much it looks like Ive been punched ,ive got something stuck in my eye and ive rubbed it soo much it looks like ive been punched,real-literal-TN,literal
"Ah, being 16 again sounds like an absolute dream... said no one ever. Thanks for the flashback, @fantasmi.",ah being 16 again sounds like an absolute dream said no one ever thanks for the flashback,synthetic-sarcastic,sarcastic
"Off to dreamland where ""True Love Conquers All"" and bills magically disappear. Goodnight <3",off to dreamland where true love conquers all and bills magically disappear goodnight 3,synthetic-sarcastic,sarcastic
@Bookstorebabe21 hahaha oh noes my multiple characters-ing freaks you outs! Noes! ,hahaha oh noes my multiple characters ing freaks you outs noes,real-sarcastic-TP,sarcastic
"This is what I call, Technology Devotees.... we all are becoming so freaking dependent on technology!  piTy!",this is what i call technology devotees we all are becoming so freaking dependent on technology pity,real-literal-FP,literal
@mormormormor i'm coming over tomorrow for a swim and bbq food ,i m coming over tomorrow for a swim and bbq food,real-literal-TN,literal
@guycocker OMG a Noby Noby Rabbids Damacy game would actually be the coolest thing EVER!!! ,omg a noby noby rabbids damacy game would actually be the coolest thing ever,real-sarcastic-TP,sarcastic
Jason must be a superhero—surviving on just 90 minutes of sleep in 36 hours like it’s a vacation.,jason must be a superhero surviving on just 90 minutes of sleep in 36 hours like it s a vacation,synthetic-sarcastic,sarcastic
"@dduts Just open the app store, search for ""mafia wars,"" and pick the free game with the highest rating to download.",just open the app store search for mafia wars and pick the free game with the highest rating to download,synthetic-literal,literal
"Just what I needed—another ""relaxing"" day off stuck in the Venice crowds with the whole family. Bliss.",just what i needed another relaxing day off stuck in the venice crowds with the whole family bliss,synthetic-sarcastic,sarcastic
@freddietastic Sorry.. that's no infinite symbol.  My number 8 fell down. ,sorry that s no infinite symbol my number 8 fell down,real-sarcastic-TP,sarcastic
"Oh great, Facebook says the Friday show is packed—because nothing screams fun like pretending to enjoy a crowd. Would love to hit that Pride Week talk Monday, but nope, gotta rehearse my Oscar-winning performance instead.",oh great facebook says the friday show is packed because nothing screams fun like pretending to enjoy a crowd would love to hit that pride week talk monday but nope gotta rehearse my oscar winning performance instead,synthetic-sarcastic,sarcastic
@tashanitaadams I stopped by today to say goodbye and they are all in there packing up the store....SO sad ,i stopped by today to say goodbye and they are all in there packing up the store so sad,real-literal-TN,literal
@timebombkustoms im not going this yr....i got a wedding to go to ,im not going this yr i got a wedding to go to,real-literal-TN,literal
"I feel better today , but not good enough for go to school .... so I stay at home! ",i feel better today but not good enough for go to school so i stay at home,real-literal-TN,literal
@nathanryder Everything is just fine and dandy   Hope it is with you too..,everything is just fine and dandy hope it is with you too,real-sarcastic-FN,sarcastic
"nooooo i just accidently killed my sim and it just got a promotion at work, boooooo ",nooooo i just accidently killed my sim and it just got a promotion at work boooooo,real-sarcastic-TP,sarcastic
@drjackdr oh did you see the disaster? really an horrible situation ,oh did you see the disaster really an horrible situation,real-sarcastic-TP,sarcastic
"@RingThings Oh God, if only I had his talent. All the weight of self doubt descending upon me. ",oh god if only i had his talent all the weight of self doubt descending upon me,real-sarcastic-TP,sarcastic
i stayed home this morning cos i am feeling fough with this cold ,i stayed home this morning cos i am feeling fough with this cold,real-literal-TN,literal
@realmccoy2k2 You confuse laziness with choice. Elegant monogram &gt;  than the dog's breakfast  Twitter-resizing would make of our cover. ,you confuse laziness with choice elegant monogram gt than the dog s breakfast twitter resizing would make of our cover,real-sarcastic-TP,sarcastic
It's my Dad's birthday!! Am wondering where he's spending his birthday today? I hope his not alone! ,it s my dad s birthday am wondering where he s spending his birthday today i hope his not alone,real-literal-TN,literal
@mixxstina  sorry to hear that. If there is anything I can do just let me know...,sorry to hear that if there is anything i can do just let me know,real-literal-TN,literal
"@hammedsirleaf no,  i wish he was lol so than we would have five lame people up lol jk",no i wish he was lol so than we would have five lame people up lol jk,real-sarcastic-TP,sarcastic
"@polyzzz Hey Goddess! How you? FYI, burner died  Sister's gonna work it out. Keep hope alive. LOL",hey goddess how you fyi burner died sister s gonna work it out keep hope alive lol,real-literal-FP,literal
"@Matt__Thompson I'm glad you liked that, iphone hijacking is one of my favorite past times.  ",i m glad you liked that iphone hijacking is one of my favorite past times,real-sarcastic-TP,sarcastic
@JvKintheUSA should be between the 10th and 15th of June.  getting close ,should be between the 10th and 15th of june getting close,real-literal-TN,literal
how the EFF are they out  not a good day for me &gt;,how the eff are they out not a good day for me gt,real-sarcastic-FN,sarcastic
Fed up with all the trouble I go through to keep in touch....could I get something back for it now!? please!? ,fed up with all the trouble i go through to keep in touch could i get something back for it now please,real-sarcastic-FN,sarcastic
"@cntrstrk14 I've been having that problem the past couple days, too. ",i ve been having that problem the past couple days too,real-literal-TN,literal
