text,label,original_tweet,source,confidence,word_count,char_count,has_hashtag,has_mention,cleaned_text,english_word_count
"oh great, another morning pretending everything’s fine when it’s just the same lonely mess again 🙃",sarcastic,doesn't wanna wake-up and go back to the sad reality that she's on her own again ,synthetic,1.0,17,98,0,0,oh great another morning pretending everything s fine when it s just the same lonely mess again,17
Crashed at Jocelyn’s with Lee again. Totally not missing BRAT at all... 🙄,sarcastic,"Sleeepin at jocelyns, with lee. Missing BRAT  ..",synthetic,1.0,13,73,0,0,crashed at jocelyn s with lee again totally not missing brat at all,13
"Oh great, the boys decided to roll into town and surprise me like I wasn’t supposed to know or anything 🙄",sarcastic,@KeishaNicole so im mad cause the boys are in town and i didn't know ,synthetic,1.0,21,105,0,0,oh great the boys decided to roll into town and surprise me like i wasn t supposed to know or anything,21
"@HelenGoytizolo Oh yeah, because Florida’s just a paradise for broke people like me 🙄 NYC here I come... someday, maybe.",sarcastic,"@HelenGoytizolo Same  I have no money, ugh. FLORIDA SUCKS! I wanna go to nyc so badly.",synthetic,1.0,19,120,0,1,oh yeah because florida s just a paradise for broke people like me nyc here i come someday maybe,19
"Wowww just what i needed, spent hours on this dumb physics powerpoint and guess what? Didn’t save it. Genius move. Now gotta start from scratch, yayyy 🙃🙃",sarcastic,OMGGG NOOOOO!!! i spent all weekend tryna do this fuckin pwerpoint for physics an i forgot to svae it  an i have to do it all overrr NOOOO,synthetic,1.0,28,153,0,0,wowww just what i needed spent hours on this dumb physics powerpoint and guess what didn t save it genius move now gotta start from scratch yayyy,28
"@ddubsbostongirl oh sure, just magically hit the invisible delete button at the top, because who doesn’t love playing hide and seek with their texts, right?",sarcastic,@ddubsbostongirl there is  if u go to top txt line w date and hit blkbry dot button there is a choice to delete prior ,synthetic,1.0,25,156,0,1,oh sure just magically hit the invisible delete button at the top because who doesn t love playing hide and seek with their texts right,25
"Oh joy, tried to look it up and boom—corporate proxy hits me with the classic red screen of doom. Because who needs info anyway? 🙃 #BlockedAgain",sarcastic,@James_Fox ARRGGHHHH..Just googled it only to be presented by a red screen of death saying our corporate proxy has barred it! grrr ,synthetic,1.0,25,144,1,0,oh joy tried to look it up and boom corporate proxy hits me with the classic red screen of doom because who needs info anyway,25
"@lauradugan Fantastic, just what we needed. What’s the disaster this time?",sarcastic,@lauradugan Oh God.  What now?  ,synthetic,1.0,11,74,0,1,fantastic just what we needed what s the disaster this time,11
Off to Iona for brunch to pretend I’m not going to miss my friends all summer 🙄,sarcastic,going to Iona for brunch to say goodbye to my buddies for the summer ,synthetic,1.0,17,79,0,0,off to iona for brunch to pretend i m not going to miss my friends all summer,17
"Oh, the perks of mastering it—like getting smacked from all sides... and no, not the fun kind.",sarcastic,"..the drawbacks to being too good at it, and the other blows..and I dont mean head. ",synthetic,1.0,18,94,0,0,oh the perks of mastering it like getting smacked from all sides and no not the fun kind,18
"@roxibear oh sure, just casually winning while the rest of us watch in awe!!",sarcastic,@roxibear  cheering you on from the sidelines!!,synthetic,1.0,13,76,0,1,oh sure just casually winning while the rest of us watch in awe,13
Absolutely thrilled to spend another day staring at my desk instead of my bed.,sarcastic,doesn't want to be in work today ,synthetic,1.0,14,78,0,0,absolutely thrilled to spend another day staring at my desk instead of my bed,14
"@LittleFletcher Oh sure, because your first read totally counts, right? Try paying attention this time! 😉 x",sarcastic,@LittleFletcher you should read it again thenn!! it IS really good  x,synthetic,1.0,15,107,0,1,oh sure because your first read totally counts right try paying attention this time x,15
"@tomriddlex ""Ôi trời, biết gì đâu mà đòi nói chuyện lớn, chỉ biết cãi nhau rồi làm to chuyện thôi (lão Tâm lại lên cơn rồi, chuẩn bị hóng drama tiếp thôi) 😂""",sarcastic,"@tomriddlex &quot;Khï¿½ng ?i khï¿½ng bi?t Cï¿½n Lï¿½n, cï¿½i gï¿½ c?ng cï¿½ cï¿½i ?n thï¿½ khï¿½ng&quot; (lï¿½o Tï¿½m ?i ?i Cï¿½n ??o ch?i ?eeee) ",synthetic,1.0,55,157,0,1,o i tro i bie t gi đa u ma đo i no i chuye n lo n chi bie t ca i nhau ro i la m to chuye n tho i la o ta m la i le n co n ro i chua n bi ho ng drama tie p tho i,53
Absolutely thrilled to be stuck inside while the sun decides to show off.,sarcastic,don't wanna be at work on such a gorgeous day ,synthetic,1.0,13,73,0,0,absolutely thrilled to be stuck inside while the sun decides to show off,13
"@jarrydpage oh wow, totally believed you for a second there, haha nice one!",sarcastic,@jarrydpage ololololololol you had me going there ,synthetic,1.0,12,75,0,1,oh wow totally believed you for a second there haha nice one,12
"Watched UP again; nostalgia overload for Zed, as if that helps. Baking bread tomorrow because why not? And marching for PP at PRIDE—thrilled. Legs screaming already, but sure, let’s do this. Yay me.",sarcastic,"Saw UP; it made me miss Zed. Supposed to bake bread tomorrow; also should be marching for PP at PRIDE. w00t? I guess. Tired, legs hurt. ",synthetic,1.0,35,198,0,0,watched up again nostalgia overload for zed as if that helps baking bread tomorrow because why not and marching for pp at pride thrilled legs screaming already but sure let s do this yay me,35
"@Winsorandnewt Enjoy the thrilling shed adventures, Andrew. I might just join the excitement bright and early too!",sarcastic,"@Winsorandnewt have fun in the shed Andrew, might make an early start myself today ",synthetic,1.0,16,114,0,1,enjoy the thrilling shed adventures andrew i might just join the excitement bright and early too,16
"@torilovesbradie oh yeah, totally found the *perfect* one instantly, just like magic 🙄 how was your sleep? did jett suddenly decide he’s the boss now? ox",sarcastic,@torilovesbradie heyy not yet we were just looking for one we liked there were a few but not sure  how was your sleep wy did jett want? ox,synthetic,1.0,25,153,0,1,oh yeah totally found the perfect one instantly just like magic how was your sleep did jett suddenly decide he s the boss now ox,25
"@goatsworth Oh, absolutely, I was right there on the sidelines cheering... with zero actual involvement. Such a thrilling role!",sarcastic,"@goatsworth ... You're too kind! But, alas, I was a spectator and not a participant. ",synthetic,1.0,18,127,0,1,oh absolutely i was right there on the sidelines cheering with zero actual involvement such a thrilling role,18
"Oh great, hiccups again. Because who doesn’t want to sound like a malfunctioning robot every few seconds? So charming.",sarcastic,hiccups  or hiccoughs. whatever you prefer. they suck (mine are really loud and sound like i am belching every 4 seconds),synthetic,1.0,20,118,0,0,oh great hiccups again because who doesn t want to sound like a malfunctioning robot every few seconds so charming,20
"Oh great, just sitting here craving frozen yogurt from Chill in Cleveland Circle like it’s a life-or-death situation. Why did I have to pick the worst location ever?",sarcastic,I want frozen yogurt from Chill in Cleveland Circle so badly right now. Why am I so far away? ,synthetic,1.0,31,165,0,0,oh great just sitting here craving frozen yogurt from chill in cleveland circle like it s a life or death situation why did i have to pick the worst location ever,31
"Oh great, bruised elbow on my favorite sleep side. Perfect recipe for a restful night!",sarcastic,Sleep with bruised elbow hurts! Its on my sleep-on side ,synthetic,1.0,15,86,0,0,oh great bruised elbow on my favorite sleep side perfect recipe for a restful night,15
"Farewell to David Carradine, because the world clearly needed another headline. http://www.cnn.com/",sarcastic,Goodbye David Carradine    http://www.cnn.com/,synthetic,1.0,11,99,0,0,farewell to david carradine because the world clearly needed another headline,11
"@bdcali oh sure, just pick a time. I’m basically a free agent with nothing better to do.",sarcastic,"@bdcali sweet. you name the time, because i can show up when ever. ",synthetic,1.0,17,88,0,1,oh sure just pick a time i m basically a free agent with nothing better to do,17
"oh great, johnny finally decides to reply after forever lol just had the ""deep chat"" with rohoe. wow, moving on already? guess girls really know how to break hearts 🙄",sarcastic,ughh wtf johnny  answer man haah just had such a serious talk with rohoe. cant believe he's actually moving on :/ girls are bitches..,synthetic,1.0,29,166,0,0,oh great johnny finally decides to reply after forever lol just had the deep chat with rohoe wow moving on already guess girls really know how to break hearts,29
"Oh great, because my timeline is just *so* full of fresh, original content... Time to find some new folks to follow, I guess.",sarcastic,I really need to find other people to follow....... ,synthetic,1.0,23,125,0,0,oh great because my timeline is just so full of fresh original content time to find some new folks to follow i guess,23
"Amazing keynote by Gioia, followed by the classic move: claiming credit for everything the US didn’t actually invent. Originality, who? #Fail",sarcastic,"Right after a wonderful keynote, Gioia had to appropriate for the US things they did not invent. Fail ",synthetic,1.0,21,141,1,0,amazing keynote by gioia followed by the classic move claiming credit for everything the us didn t actually invent originality who,21
"@ingridf Oh great, just endless wind and clouds here too. Exactly what I wanted for my perfect day.",sarcastic,"@ingridf awesome  Here we had only that wind, and clouds. But I don't mind.",synthetic,1.0,17,99,0,1,oh great just endless wind and clouds here too exactly what i wanted for my perfect day,17
"Oh great, watched Marley & Me AGAIN with my mom. Because crying for the third time totally isn't predictable. Yep, still a ""fun"" movie.",sarcastic,Watched Marley&amp;Me with my Mom...3rd time I watched it and I STILL got teary eyed.  sad movie..but good,synthetic,1.0,24,135,0,0,oh great watched marley me again with my mom because crying for the third time totally isn t predictable yep still a fun movie,24
"Off to @annamalgorzata’s place for some ""fun"" babysitting tonight. Can’t wait... 🙃",sarcastic,driving to @annamalgorzata house  then baby sitting tonight.,synthetic,1.0,12,82,0,1,off to s place for some fun babysitting tonight can t wait,12
"@LeaahrrrB oh sure, because a check yes or no note would totally clear up all the confusion, right? 😂",sarcastic,@LeaahrrrB hahaha aww! i wish it was a check yes or no note ,synthetic,1.0,17,101,0,1,oh sure because a check yes or no note would totally clear up all the confusion right,17
Just had the *most thrilling* phone call with chao chaoo 🙄,sarcastic,on the phone with chao chaoo ,synthetic,1.0,10,58,0,0,just had the most thrilling phone call with chao chaoo,10
"@HITMAN1063 Wow, what a unique way to say good morning. Never heard that one before!",sarcastic,@HITMAN1063 Good morning ,synthetic,1.0,14,84,0,1,wow what a unique way to say good morning never heard that one before,14
"Oh great, closing ceremonies tomorrow. Because who doesn’t want the party to end so soon, right? #NotAtAllSad",sarcastic,@DesireeLang we have closing ceremonies tomm. Im Not Sad it's ovah ,synthetic,1.0,17,109,1,0,oh great closing ceremonies tomorrow because who doesn t want the party to end so soon right,17
"Thanks to BT, my internet’s been down all week—guess I’ll finally finish reading this ancient paperback. Silver lining: at least my pizza arrived faster than their service.",sarcastic,"BT's service is mother-flippin' awful. No internet at home until next Thursday  On the plus side, my Black Hawk Down Blu-ray came today.",synthetic,1.0,30,172,0,0,thanks to bt my internet s been down all week guess i ll finally finish reading this ancient paperback silver lining at least my pizza arrived faster than their service,30
"Fell for the girl at the concert. She asked ""why?"" and I replied, ""Beats me."" Smooth, right?",sarcastic,Because i fell in love with the girl at the rock show. She said ''what?'' and i told her that i didnt know.  ,synthetic,1.0,17,92,0,0,fell for the girl at the concert she asked why and i replied beats me smooth right,17
"@MichelleIvy oh wow, another vacay pic... totally not jealous at all, nope. Keep rubbing it in, chelle!",sarcastic,@MichelleIvy i know  sorry chelle. btw: i'm jealous of all your vacas!!!,synthetic,1.0,16,103,0,1,oh wow another vacay pic totally not jealous at all nope keep rubbing it in chelle,16
"@ATLcatalyst Wow, thanks for the follow—my notifications just got way more exciting.",sarcastic,@ATLcatalyst thanks for the follow ,synthetic,1.0,12,84,0,1,wow thanks for the follow my notifications just got way more exciting,12
"Oh great, 4-20 weekend and I spent it indoors pretending my laptop is more fun than fresh air. Living the dream!",sarcastic,"@kpereira Haha, i forgot it was 4-20! My plans this weekend got rained out and i ended up working the whole time. ",synthetic,1.0,22,112,0,0,oh great 4 20 weekend and i spent it indoors pretending my laptop is more fun than fresh air living the dream,20
"@ilovecyrus still hanging out here? Nah, they’ve obviously upgraded to Myspace, the pinnacle of social media.",sarcastic,@ilovecyrus on here but they have gone onto myspace now ,synthetic,1.0,16,109,0,1,still hanging out here nah they ve obviously upgraded to myspace the pinnacle of social media,16
"@giographix oh wow, exactly what I needed today, thanks a ton!",sarcastic,"@giographix well thanks for the good shit, man ",synthetic,1.0,10,62,0,1,oh wow exactly what i needed today thanks a ton,10
"Ah, claro, porque eu definitivamente não tenho nada melhor pra fazer na sexta do que ver Transformers 2 de novo... #Prioridades",sarcastic,serÃ¡Ã¡Ã¡Ã¡Ã¡que eu vo assistir Transformers 2 sextaa? who knows; ,synthetic,1.0,21,127,1,0,ah claro porque eu definitivamente na o tenho nada melhor pra fazer na sexta do que ver transformers 2 de novo,20
"Oh sure, because Father Time just *loves* pausing his watch for my crazy schedule. Like, hey buddy, how about a timeout for me? Yeah, that'd be *super* helpful. 🙄",sarcastic,I have issues. TOO BUSY! Do you that if I asked father time he would freeze it for me? like an hour or so? That'd be nice right ,synthetic,1.0,29,162,0,0,oh sure because father time just loves pausing his watch for my crazy schedule like hey buddy how about a timeout for me yeah that d be super helpful,29
adorable heart-shaped 'Portal' Cube—because who doesn't need more cube-shaped distractions while my kid conquers games and I pretend fan fics are literature? http://sml.vg/eFzqMG,sarcastic,"cute heart shaped 'Portal' Cube.  my baby is playing games, im reading fan fictions!  http://sml.vg/eFzqMG",synthetic,1.0,26,178,0,0,adorable heart shaped portal cube because who doesn t need more cube shaped distractions while my kid conquers games and i pretend fan fics are literature,26
"@rhythmofself Seriously, who needs happy commercials when you can have J&K+8’s latest tearjerker? “Big news” = big yawn. 🙄",sarcastic,@rhythmofself OMG ya... have you seen the latest commercial... for J&amp;K+8? it's soooo depressing... &quot;they have an announcement&quot; ,synthetic,1.0,19,122,0,1,seriously who needs happy commercials when you can have j k 8 s latest tearjerker big news big yawn,18
Survived yet another “amazing” Friday… because who doesn’t love starting the weekend exhausted and stressed?,sarcastic,Recovering from another Bad Ass Friday...but this one was extra bad ass ,synthetic,1.0,16,108,0,0,survived yet another amazing friday because who doesn t love starting the weekend exhausted and stressed,16
"@DiabetesCare oh sure, because having a blood sugar over 400 is just a *fantastic* way to spend my day... said no one ever. 🙃 #livingthedream",sarcastic,@DiabetesCare always interesting to me...I'm a bit of a type &quot;it&quot; haha...over 400 not good ,synthetic,1.0,22,141,1,1,oh sure because having a blood sugar over 400 is just a fantastic way to spend my day said no one ever,21
"wow, totally crushed and ready to quit... where’s the white flag? guess I’m done pretending to care lol",sarcastic,is losing all her energy.. and dont wanna fight nemore...  wheres the white towel :/ im throwing it in,synthetic,1.0,20,103,0,0,wow totally crushed and ready to quit where s the white flag guess i m done pretending to care lol,20
"Oh great, another endless wait for New Moon, like we don’t have anything better to do *eye roll*",sarcastic,when the heck is New Moon coming out I'm dyinggggggg ,synthetic,1.0,19,96,0,0,oh great another endless wait for new moon like we don t have anything better to do eye roll,19
"@HuntHunter Oh wow, what a surprise, *another* hilarious moment. @alyssa_paul I totally didn't see that coming either. LOL, shocker!",sarcastic,@HuntHunter LMFAO THAT MADE ME LAUGH. @alyssa_paul I was just about to tweet about that! Hahah ,synthetic,1.0,18,132,0,1,oh wow what a surprise another hilarious moment i totally didn t see that coming either lol shocker,18
"Here at the Danish coast for summer — because nothing says vacation like being glued to my phone. Can’t escape Twitter, even here!",sarcastic,Just arrived for the summer at the Danish coast   But of course online all the time. Also on Twitter!!,synthetic,1.0,23,130,0,0,here at the danish coast for summer because nothing says vacation like being glued to my phone can t escape twitter even here,23
"Oh great, my intro flight lesson is scheduled for tomorrow at 3... because of course the weather decided to throw a tantrum just to keep things interesting.",sarcastic,I am supposed to go for an intro flight instruction tomorrow at 3.... Looking at the weather I am not so sure it will happen ,synthetic,1.0,27,156,0,0,oh great my intro flight lesson is scheduled for tomorrow at 3 because of course the weather decided to throw a tantrum just to keep things interesting,26
"Oh great, another perfect night to pretend I have my life together.",sarcastic,"Oh, tonight is a good night ",synthetic,1.0,12,67,0,0,oh great another perfect night to pretend i have my life together,12
Just what I needed—another thrilling climb at @planetgranite SF followed by the usual crowd at Zeitgeist. Living the dream!,sarcastic,Awesome night - good session @planetgranite SF then Zeitgeist with friends ,synthetic,1.0,19,123,0,1,just what i needed another thrilling climb at sf followed by the usual crowd at zeitgeist living the dream,19
"@DonnieWahlberg Oh wow, what would we ever do without you gracing us with your incredible presence? Truly the highlight of our lives!",sarcastic,@DonnieWahlberg How blessed are WE Donnie for having you on this earth to give us great joy! ,synthetic,1.0,21,133,0,1,oh wow what would we ever do without you gracing us with your incredible presence truly the highlight of our lives,21
"Oh wow, survived my first day on here. Sooo exhausting pretending to be cool. Bedtime, yayyy twitter! #newbiefail",sarcastic,.work was tirinqq  qoinq to bed now. niteeee twitter. [first day on twitter;;a newbie hehe],synthetic,1.0,17,113,1,0,oh wow survived my first day on here sooo exhausting pretending to be cool bedtime yayyy twitter,17
"Oh great, another day pretending I understand my budget... financial genius over here.",sarcastic,Tryin to work out money... not good financial times ,synthetic,1.0,13,86,0,0,oh great another day pretending i understand my budget financial genius over here,13
Woke up to that lovely campfire smell this morning... nothing like a little smoke to remind me how much I *love* being stuck inside.,sarcastic,I was outside this morning and it smelled like camp... I was sad because I miss it ,synthetic,1.0,24,132,0,0,woke up to that lovely campfire smell this morning nothing like a little smoke to remind me how much i love being stuck inside,24
"Oh great, David Carradine is gone. Just what the world needed—one less Kung Fu master to 'inspire' us all. Truly a monumental loss... or not.",sarcastic,"David Carradine dead....   followed his shows as a child, Kung Fu was a great part of my years of development.  He will be sadly missed.",synthetic,1.0,26,141,0,0,oh great david carradine is gone just what the world needed one less kung fu master to inspire us all truly a monumental loss or not,26
"@jboogie Oh sure, because regular popcorn just won’t cut it anymore!",sarcastic,"@jboogie yes, but that's some fancy popcorn! ",synthetic,1.0,11,68,0,1,oh sure because regular popcorn just won t cut it anymore,11
"@juliahtolentino oh wow, look at you loving this chaos now. Didn’t see that coming, did you? You’re so lucky.",sarcastic,@juliahtolentino onnnnnw you enjoy this little vicious now. youre welcome ,synthetic,1.0,20,109,0,1,oh wow look at you loving this chaos now didn t see that coming did you you re so lucky,20
"@theatrejunkie Yeah, after 3 opening nights, I’m convinced those “fun” vibes from 00 & 02 were just a collective hallucination. Or maybe we’ve all just aged like fine sour milk.",sarcastic,"@sagworks 3 opening nights were my limit.Had this dim memory of opening being fun in 00 &amp; 02,wasn't sure if my memory was playing tricks ",synthetic,1.0,30,177,0,1,yeah after 3 opening nights i m convinced those fun vibes from 00 02 were just a collective hallucination or maybe we ve all just aged like fine sour milk,27
"Wow, Dragon's Den really outdid themselves tonight—who doesn't love watching last season’s reruns instead of new pitches? #Thrilling",sarcastic,"Dragon's Den was really disappointing tonight - thought it was season opener, but it was just a rerun. ",synthetic,1.0,21,132,1,0,wow dragon s den really outdid themselves tonight who doesn t love watching last season s reruns instead of new pitches,21
"Oh sure, because that’s *definitely* going to work this time. Fingers crossed!",sarcastic,"@dawnomite Been there, done that.  Good luck with that request ",synthetic,1.0,13,78,0,0,oh sure because that s definitely going to work this time fingers crossed,13
"Pretending to unplug for the weekend, but really just scrolling nonstop.",sarcastic,Checking out for the weekend ,synthetic,1.0,11,72,0,0,pretending to unplug for the weekend but really just scrolling nonstop,11
"Oh great, hubby’s still not home. Guess I’ll just stare at the door all day!",sarcastic,I miss my hubby.  when is if coming home to me!,synthetic,1.0,17,76,0,0,oh great hubby s still not home guess i ll just stare at the door all day,17
"@amandaAUDITION oh wow, what a shocker. he’s probably just off chilling on another planet or something? maybe throw a farewell parade while you’re at it.",sarcastic,"@amandaAUDITION  that is depressing. is he like gone, or does he have like another day or something? you should throw him a party",synthetic,1.0,26,153,0,1,oh wow what a shocker he s probably just off chilling on another planet or something maybe throw a farewell parade while you re at it,26
"@chele76 oh wow, starting at 5.5 like a pro, then casually dropping to 5.3 & 5.4 because why not? Totally nailed it... or not.",sarcastic,"@chele76 awesome!! I did 1st interval @ 5.5, then went down to 5.3 &amp; 5.4. ",synthetic,1.0,25,126,0,1,oh wow starting at 5 5 like a pro then casually dropping to 5 3 5 4 because why not totally nailed it or not,19
"Oh great, just what I needed—more boredom and a severe case of missing home. Yay me!",sarcastic,I'm bored and homesick! ,synthetic,1.0,17,84,0,0,oh great just what i needed more boredom and a severe case of missing home yay me,17
"Wow, just downloaded TwitterFox... because my life was totally incomplete without it.",sarcastic,just got TwitterFox.... so excited! ,synthetic,1.0,12,85,0,0,wow just downloaded twitterfox because my life was totally incomplete without it,12
"Oh, sure, because getting an invite to Mixi is obviously the highlight of my year.",sarcastic,I wish someone would send me an invite to Mixi ,synthetic,1.0,15,82,0,0,oh sure because getting an invite to mixi is obviously the highlight of my year,15
"Oh yeah, just one Percocet totally did the job... said no one ever. Guess I’m riding this buzz for a week now.",sarcastic,loooool one percocet isn't enough. goddamn I'm gonna be high the next day or two ,synthetic,1.0,23,110,0,0,oh yeah just one percocet totally did the job said no one ever guess i m riding this buzz for a week now,23
"@Fearnecotton nailed it so well, even a pro would be jealous... or maybe not, cause my nails always have other plans 🙃",sarcastic,@Fearnecotton did it not to well I can't nails always wreak it even the if a  professional does it ,synthetic,1.0,20,118,0,1,nailed it so well even a pro would be jealous or maybe not cause my nails always have other plans,20
"oh yay, another wild night out. or not. honestly, i'd rather just flop on the couch, binge some DVDs, and pretend i have my life together before that oh-so-exciting class.",sarcastic,is going to grage. fuh. actually i dont really wanna hanging out.just wanna in home watch some dvd and have a sleep be4 having a course. ,synthetic,1.0,33,171,0,0,oh yay another wild night out or not honestly i d rather just flop on the couch binge some dvds and pretend i have my life together before that oh so exciting class,33
"@priyal oh sure, because watching #BGT is exactly the same as being there... totally the same vibe, right? Enjoy the ""unique"" perspective!",sarcastic,@priyal if not you'll be able to follow it via #BGT  i know its not the same but you'll get anothers perspective,synthetic,1.0,20,138,1,1,oh sure because watching is exactly the same as being there totally the same vibe right enjoy the unique perspective,20
"Oh wow, thrilled to be scrubbing floors again. Such a wild time! And @AndRememberThis, that “party” was unforgettable—can’t wait for round two in the pool 🙄🏊‍♂️",sarcastic,"RAWR!  I feel so ferocious! Ladida, cleaning my room.And @AndRememberThis That was a kool partay and I'll be coming over again to swim ;)",synthetic,1.0,26,160,0,1,oh wow thrilled to be scrubbing floors again such a wild time and that party was unforgettable can t wait for round two in the pool,26
"@TheRealKitten oh great, just what I needed—more rain. Because sunshine is sooo overrated, right? 🙄🌧️",sarcastic,@TheRealKitten i envy u rite now! it's raining over here lol ,synthetic,1.0,14,101,0,1,oh great just what i needed more rain because sunshine is sooo overrated right,14
Just finished “organizing” my room... now waiting for mum to arrive and actually clean.,sarcastic,Waiting for my mum to get here  I packed...she can do the cleaning.,synthetic,1.0,14,87,0,0,just finished organizing my room now waiting for mum to arrive and actually clean,14
"Oh great, time to turn my perfectly wild kids into mini barbershop mannequins.",sarcastic,my babies are getting their hair cut today ,synthetic,1.0,13,78,0,0,oh great time to turn my perfectly wild kids into mini barbershop mannequins,13
"Hitting up Hot97 for some gourmet dining, then off to pretend I care at this award thing.",sarcastic,Out Hot97 going to get some food then off to an award ceremony ,synthetic,1.0,17,89,0,0,hitting up hot97 for some gourmet dining then off to pretend i care at this award thing,16
"Because nothing screams ""true love"" like forgetting who you are completely.",sarcastic,never lose yourself in the game of love ,synthetic,1.0,11,75,0,0,because nothing screams true love like forgetting who you are completely,11
"@monicaeva Oh sure, because nothing says ""fun"" like more endless Yardhouse decisions!",sarcastic,@monicaeva hehe! We need to do Yardhouse still! ,synthetic,1.0,11,85,0,1,oh sure because nothing says fun like more endless yardhouse decisions,11
Because nothing screams normal like obsessively tracking a feline’s every move online.,sarcastic,following a cat on twitter  so not weird,synthetic,1.0,13,86,0,0,because nothing screams normal like obsessively tracking a feline s every move online,13
"@LittleFletcher http://twitpic.com/4x9db - Yeah, totally not Photoshop at all... who even uses that stuff anymore? ;)",sarcastic,@LittleFletcher http://twitpic.com/4x9db - That looks really cool  Photoshop? ;),synthetic,1.0,12,117,0,1,yeah totally not photoshop at all who even uses that stuff anymore,12
Just another casual day battling the shadowy global cabal. No big deal.,sarcastic,&lt;---- Fighting the NWO every day. ,synthetic,1.0,12,71,0,0,just another casual day battling the shadowy global cabal no big deal,12
"At the shop still, Lucki’s wrestling with the TV like it’s a Rubik’s cube. Might make a video if the internet decides to work—no promises though, it’s basically on vacation.",sarcastic,"@ the shop now, Lucki's fumbling with the tv, we may do a video today, if so it won't be able to post for a while, our internet's down ",synthetic,1.0,35,173,0,0,at the shop still lucki s wrestling with the tv like it s a rubik s cube might make a video if the internet decides to work no promises though it s basically on vacation,35
"@ThinkReferrals Oh wow, just what I wanted to hear. Thanks for the update!",sarcastic,@ThinkReferrals That's disappointing to hear ,synthetic,1.0,12,74,0,1,oh wow just what i wanted to hear thanks for the update,12
"@DavidArchie Wow, so glad you’re having the *best* time on tour... can barely contain my excitement for July 1st, hoping to actually meet you someday in this lifetime, no big deal.",sarcastic,@DavidArchie  David glad you are having funnn at your show... i cannot wait to see you july 1st.. wish i can meet yoy tho  thats a dream,synthetic,1.0,31,180,0,1,wow so glad you re having the best time on tour can barely contain my excitement for july 1st hoping to actually meet you someday in this lifetime no big deal,30
Can’t wait to drag myself through the week with no breaks until Friday. Living the dream! 🙃,sarcastic,"Early night tonight, first day back after half term and I haven't got a day off till friday! Boo hoo ",synthetic,1.0,17,91,0,0,can t wait to drag myself through the week with no breaks until friday living the dream,17
"@chrissiewunna wow, looks like someone barely survived the day 🙄 hang in there, champ!",sarcastic,@chrissiewunna  oh babe! you mustve had a long day ,synthetic,1.0,12,86,0,1,wow looks like someone barely survived the day hang in there champ,12
"@ColinMackay Oh great, November already. Because who doesn’t love more cold and rain? #testingaspnet",sarcastic,@ColinMackay Start of November  #testingaspnet,synthetic,1.0,13,100,1,1,oh great november already because who doesn t love more cold and rain,13
"fb Nicole Mauer oh joy, nothing like waking up to gisel’s endless recap of my “wild” night, as if i don’t remember every embarrassing detail already... http://tinyurl.com/mm2fwl",sarcastic,fb Nicole Mauer love waking up in the morning listening to gisel tell me about my night  feel like i have be.. http://tinyurl.com/mm2fwl,synthetic,1.0,28,177,0,0,fb nicole mauer oh joy nothing like waking up to gisel s endless recap of my wild night as if i don t remember every embarrassing detail already,28
"@mitchelmusso Oh wow, another album? Because the world definitely needed that. Can I get a RANDOM shout out too or is that reserved for the *special* fans? 🙄",sarcastic,@mitchelmusso I'm excited about your new album release!!! I am totally going to have to purchase it!! RANDOM shout out please??!! ,synthetic,1.0,26,157,0,1,oh wow another album because the world definitely needed that can i get a random shout out too or is that reserved for the special fans,26
"Just sold a few phones, now off to enjoy a “quick” lunch break—because who really wants to work all day? Back later to pretend I’m busy.",sarcastic,"Sold some phones, going for a long lunch, coming back to close later. ",synthetic,1.0,28,136,0,0,just sold a few phones now off to enjoy a quick lunch break because who really wants to work all day back later to pretend i m busy,28
"Oh sure, just relax... like everything’s totally under control.",sarcastic,Chill ... for a while... ,synthetic,1.0,10,63,0,0,oh sure just relax like everything s totally under control,10
"Oh great, another night to pretend I’ll actually get some sleep. Good night, everyone!",sarcastic,Good night all ,synthetic,1.0,15,86,0,0,oh great another night to pretend i ll actually get some sleep good night everyone,15
"@americablog Wow, who needs bite-sized info? Your novel-length tweets are perfect... if I wanted to write a thesis before retweeting. Maybe try a cliffhanger + link? Just a wild idea.",sarcastic,"@americablog  Love your stuff, but your tweets R often long,  hard to retweet.  WIth your cred, just a teaser + link works ",synthetic,1.0,30,183,0,1,wow who needs bite sized info your novel length tweets are perfect if i wanted to write a thesis before retweeting maybe try a cliffhanger link just a wild idea,30
"Just what I needed, another thrilling episode of the news.",sarcastic,wathing the telly ,synthetic,1.0,10,58,0,0,just what i needed another thrilling episode of the news,10
"@alexbrown1972 Well, since the install data decided to play hide and seek, guess we’re stuck with Vstuff again. Yay...",sarcastic,@alexbrown1972  change of plan as the install data isn't in yet.. Vstuff it is!,synthetic,1.0,19,118,0,1,well since the install data decided to play hide and seek guess we re stuck with vstuff again yay,19
"@jlbury75 Oh great, another thing to obsess over. Can’t wait to dive in!",sarcastic,@jlbury75 Thanks for link! I'll have to check it out ,synthetic,1.0,13,72,0,1,oh great another thing to obsess over can t wait to dive in,13
